"AAPL","AMZN","MSFT","KO","PEP","JPM","BAC","NKE","ORCL","IBM","PG","WMT","date"
1.664286,10.96,33.52,23.735001,49.150002,36.349998,31.48,7.115,13.98,121.5,40,58.049999,1970-01-02
1.684286,11.9,34.615002,23.424999,48.790001,37.32,31.445,7.0625,15.29,123.660004,39.615002,57.98,1970-01-03
1.692143,12.25,34.450001,23.215,48.360001,39,31.934999,7.125,15.45,125.599998,39.224998,57.599998,1970-01-04
1.635714,12.34,34.279999,22.610001,48.080002,38.900002,31.555,7.14875,15.49,124.050003,38.775002,57.389999,1970-01-05
1.615,11.85,34.689999,22.325001,47.799999,38.599998,31.049999,7.16875,15.75,124.699997,38.880001,57.84,1970-01-06
1.546429,11.53,34.355,22.280001,47.610001,38.709999,30.975,7.0675,16.73,124.489998,38.599998,56.400002,1970-01-07
1.516429,11.04,34.639999,22.389999,48.150002,39.139999,31,7.12875,16.690001,122.139999,38.465,57,1970-01-08
1.503571,11.03,34.305,22.65,48.450001,38.34,30.450001,6.92875,16.27,120.309998,38.605,55.799999,1970-01-09
1.510714,10.11,34.235001,22.25,48.27,37.310001,30.360001,6.8375,16.389999,118.050003,39.349998,55.759998,1970-01-10
1.55,10.29,34.775002,22.174999,48.619999,37.869999,30.725,7.1625,16.99,118.849998,39.825001,56.869999,1970-01-11
1.484286,9.13,33.935001,22.075001,48.630001,36.509998,30.4,7.025,16.58,117.400002,39.744999,55.990002,1970-01-12
1.605714,9.74,34.93,22.525,48.610001,36.849998,30.559999,7.1725,17.219999,119.900002,39.845001,56.759998,1970-01-13
1.583571,10.16,33.049999,22.719999,49.110001,35.91,30.4,7.19375,16.48,114.25,39.904999,56.349998,1970-01-14
1.558571,12.6,32.23,22.950001,49.419998,35.759998,31.334999,7.25,15.94,110.5,39.709999,58.009998,1970-01-15
1.644286,12.47,31.870001,22.389999,49.41,35.75,31.43,7.27,16.75,107.900002,39.299999,59.860001,1970-01-16
1.657857,14.01,32.299999,22.110001,49.599998,35.900002,32,7.3425,17.25,108.720001,38.889999,59.669998,1970-01-17
1.660714,14.44,31.9,22.575001,49.119999,34.990002,31.674999,7.32625,16.690001,109.279999,39.57,58.400002,1970-01-18
1.662143,15.5,31.91,22.605,48.630001,34.310001,31.82,7.27875,16.9,108.150002,39.580002,58.630001,1970-01-19
1.647857,14.22,31.16,22,47.549999,32.049999,29.6,7.225,16.5,103,38.759998,57.91,1970-01-20
1.720714,13.9,31.424999,21.924999,48.669998,33.060001,30.83,7.625,16.620001,105.550003,39.145,59.75,1970-01-21
1.765714,14.19,31.855,21.875,50.09,34.049999,31.514999,7.48875,17.26,107.889999,40.84,59.98,1970-01-22
1.743571,13.73,31.33,22.34,50.119999,32.16,30.68,7.5025,16.389999,108,41.285,59.259998,1970-01-23
1.810714,12.53,30.559999,22.34,50.299999,30.559999,29.700001,7.4325,16.120001,106.800003,41.349998,58.900002,1970-01-24
1.817857,11.5,30.575001,22.875,50.810001,29.02,29.450001,7.49875,15.81,106.300003,41.310001,58.799999,1970-01-25
1.762143,11.26,30.200001,23.25,49.099998,29.440001,29.424999,7.5125,16.040001,106.629997,41.25,58.880001,1970-01-26
1.735714,11.24,29.9,22.940001,48.599998,30.07,29.475,7.50625,15.92,103.910004,41.064999,58.389999,1970-01-27
1.716429,12.52,30.325001,22.924999,48.57,31.120001,30.299999,7.3875,16.18,104.989998,41.044998,59.150002,1970-01-28
1.784286,13.3,30.565001,23.07,48.919998,31.84,30.625,7.555,16.35,107.379997,40.855,60.25,1970-01-29
1.765,12.9,30.07,23.055,49.02,31.49,30.530001,7.52,16.18,106.57,41.775002,60.099998,1970-01-30
1.786429,13.29,30.91,23.190001,49.619999,30.25,31.059999,7.55,16.120001,108.07,41.865002,60.119999,1970-01-31
1.757143,13.88,30.84,23.495001,49.41,30.209999,31.030001,7.56,16.32,107.889999,42.02,60.490002,1970-02-01
1.707143,13.41,30.115,23.475,49.880001,30.049999,30.4,7.43875,15.49,102.889999,42.494999,60.029999,1970-02-02
1.615714,13.01,29.465,23.145,49.470001,29.030001,29.775,7.2925,14.79,101.300003,42,59.290001,1970-02-03
1.652143,12.96,29.950001,23.440001,49.919998,29.41,30.59,7.31625,15.51,99.309998,42.5,60.02,1970-02-04
1.535714,13.26,29.025,23,49.48,29.139999,30.555,7.1875,15.26,96.379997,41.549999,59.549999,1970-02-05
1.624286,13.07,28.995001,23.65,50.200001,28.190001,30.66,7.425,15.5,98.449997,42.799999,59.950001,1970-02-06
1.700714,13.73,29.540001,23.684999,50.630001,29,31.625,7.4675,16.34,98.300003,43.685001,60.650002,1970-02-07
1.690714,14.4,29.275,23.495001,50.43,28.959999,31.82,7.42875,16.530001,97.150002,43.25,62.099998,1970-02-08
1.568571,14.27,29.195,23.74,50.619999,28.959999,31.780001,7.315,16.370001,97.830002,42.75,62.25,1970-02-09
1.55,14.1,29.17,23.695,50.5,29.25,31.975,7.3575,16.620001,98.120003,42.395,62.009998,1970-02-10
1.675,15.39,30.684999,24.205,51.25,29.66,32.400002,7.35625,15.99,103.019997,43.775002,62.810001,1970-02-11
1.735,16.48,31.65,23.885,50.990002,32.5,33.200001,7.405,13.67,105.900002,43.490002,62.98,1970-02-12
1.680714,15.97,31.540001,23.799999,50.389999,32.509998,32.525002,7.2525,13.85,105.669998,42.529999,60.759998,1970-02-13
1.719286,16.33,31.815001,23.77,49.880001,34.049999,33.349998,7.325,14.14,106.300003,42.525002,60.900002,1970-02-14
1.741429,15.62,31.360001,23.475,49.48,34.049999,33.490002,7.35,14,103.709999,41.970001,61.700001,1970-02-15
1.761429,16.35,31.975,23.924999,49.529999,34.740002,33.915001,7.275,14.2,105.089996,41.959999,62.52,1970-02-16
1.79,16.709999,32.169998,23.790001,49.5,36.299999,33.875,7.31125,14.5,105.239998,42.049999,62.529999,1970-02-17
1.765714,16.309999,31.27,24.045,49.93,36.25,34,7.31125,14.44,108.5,42.639999,62.23,1970-02-18
1.749286,15.74,31.049999,23.975,49.57,35.369999,33.775002,7.5875,13.89,107.18,42.610001,61.990002,1970-02-19
1.745,14.48,30.610001,23.945,50.119999,35.110001,33.5,7.845,13.44,106.599998,42.494999,62.27,1970-02-20
1.782143,14.03,31.245001,24.32,50.869999,36.009998,34.59,7.84375,12.6,106.790001,43.535,63.75,1970-02-21
1.767143,15.01,31.07,24.334999,50.709999,35.34,34.404999,7.9375,12.6,106.349998,43.830002,63.549999,1970-02-22
1.775,14.66,31.115,24.6,51.240002,36.09,34.43,7.925,12.81,107.489998,44.970001,63.459999,1970-02-23
1.78,14.5,30.049999,24.705,50.549999,35.189999,33.919998,7.99875,12.54,105.5,44.799999,63.18,1970-02-24
1.733571,15.17,30.68,25.200001,50.41,34.790001,34,7.9,13.15,106.779999,45.200001,62.200001,1970-02-25
1.720714,15.53,30.225,25.625,50.900002,35.200001,34.325001,7.4375,12.85,105.599998,45.049999,62.049999,1970-02-26
1.667857,14.74,29.615,25.875,51.279999,34.950001,34.075001,7.50875,12.52,103.559998,44.875,61.279999,1970-02-27
1.675714,14.83,29.540001,26.299999,51.950001,35.150002,34.560001,7.5625,12.71,102.900002,44.724998,62.169998,1970-02-28
1.676429,14.25,29.719999,26.145,51.049999,35.5,34.400002,7.625,12.63,103.389999,45.009998,62,1970-03-01
1.690714,14.3,30.155001,26.129999,51.5,35.650002,34.009998,7.50125,12.8,104,45.044998,61.299999,1970-03-02
1.747143,14.8,30.190001,26.15,51.43,35.610001,34.075001,7.3425,12.84,102.860001,44.994999,59.560001,1970-03-03
1.719286,14.25,28.639999,26.139999,50.619999,35.310001,34.375,7.2075,12.53,100.949997,45.299999,58.93,1970-03-04
1.696429,13.67,28.165001,25.870001,49.970001,35.009998,34.130001,7.275,12.48,99.959999,44.630001,58.599998,1970-03-05
1.778571,13.54,28.225,26.01,50.43,34.439999,34.349998,7.25375,12.22,100.839996,44.990002,59.279999,1970-03-06
1.767143,13.5,27.934999,26.09,50.610001,34.860001,34.459999,7.35875,12.13,97.25,44.900002,59.139999,1970-03-07
1.754286,13.95,28.610001,26.5,50.810001,34.98,34.740002,7.31875,12.34,87.410004,45.125,59.779999,1970-03-08
1.721429,13.6,27.434999,26.674999,51.43,35.189999,34.849998,7.33375,11.98,87.739998,45.064999,60.099998,1970-03-09
1.761429,13.48,28.15,27.110001,52.290001,35.040001,34.970001,7.31375,11.55,89.010002,46.169998,60.57,1970-03-10
1.775714,12.74,27.395,26.57,51.860001,33.459999,34.299999,7.19375,10.94,84.190002,45.654999,60.169998,1970-03-11
1.79,13.31,27.965,26.68,51.900002,34.279999,35.025002,7.2325,11.51,85.599998,45.965,61.23,1970-03-12
1.785714,13.89,27.844999,26.195,51.220001,34.400002,34.599998,7.13,11.3,85.349998,45.275002,59.93,1970-03-13
1.838571,14.01,28.905001,26.940001,51.959999,35.380001,35.360001,7.3425,12.06,86.199997,45.599998,60,1970-03-14
1.865,14.82,28.315001,26.959999,51.91,37.27,35.400002,7.175,11.78,84.809998,45.055,59.290001,1970-03-15
1.815,14.26,28.184999,26.855,51.810001,37.259998,35.310001,6.925,11.65,88.949997,44.205002,58.150002,1970-03-16
1.784286,14.53,28.6,27.455,53.119999,37.759998,35.810001,7.1025,11.93,89,44.435001,58.93,1970-03-17
1.752143,14.31,27.795,27.65,52.830002,36.599998,35.529999,7.125,11.43,87.93,44.445,57.549999,1970-03-18
1.732143,14.06,26.995001,27.26,52.200001,36.599998,36,7.1775,11.12,87.330002,44.450001,58.049999,1970-03-19
1.697857,16.790001,26.51,27.49,52.93,35.889999,35.75,7,10.5,86.5,44.715,57.450001,1970-03-20
1.722857,16.82,26.865,27.49,52.450001,35.029999,35.419998,6.93625,10.5,86.709999,44.709999,57,1970-03-21
1.643571,16.91,25.75,27.225,52.23,34.990002,35.889999,6.84375,10.13,84.709999,44.900002,55.799999,1970-03-22
1.711429,16.18,26.120001,27.32,52.310001,34.34,35.634998,6.7375,10.43,83.889999,45,56.200001,1970-03-23
1.733571,16.690001,26.129999,27.754999,51.900002,35.099998,36.240002,6.66625,10.04,83.760002,45.130001,55.860001,1970-03-24
1.712857,16.49,26.375,28.809999,52.919998,35.5,36.119999,6.835,9.45,84.300003,45.900002,56.799999,1970-03-25
1.692143,16.32,25.605,28.82,53.07,36.25,36.775002,6.90375,8.55,83.860001,46.619999,56.650002,1970-03-26
1.679286,16.049999,24.780001,28.43,52.5,35.68,36.84,6.9175,8.43,81.779999,45.974998,55.25,1970-03-27
1.617857,16.120001,24.309999,28.295,52,34.400002,36.235001,6.75,8.22,76,46.099998,53.990002,1970-03-28
1.605,16.110001,24.735001,28.325001,51.830002,34.630001,36.48,6.8925,8.25,76.5,45.830002,55.009998,1970-03-29
1.740714,17.32,27.485001,28.25,51.619999,36.91,37,7.00625,9.15,82.449997,45.900002,56.389999,1970-03-30
1.727857,17.73,26.059999,28.25,52.060001,35.77,37.209999,6.8625,8.48,79.93,46.029999,54.990002,1970-03-31
1.665714,16.940001,25.025,28.18,52.400002,35.080002,36.924999,6.6125,8.01,79.68,46.200001,53.66,1970-04-01
1.71,17.32,26.344999,28.445,52.560001,36.34,37.5,6.7125,8.47,82.190002,46.605,55.040001,1970-04-02
1.829286,18.809999,27.440001,28.325001,52.75,37.59,37.939999,6.895,8.81,85.480003,46.525002,57.389999,1970-04-03
1.805714,19.940001,27.375,28.344999,52.200001,36.959999,37.959999,6.8075,9.19,84.5,46.075001,56.77,1970-04-04
1.800714,19.610001,27.870001,28.525,52.549999,37.830002,38.105,6.98125,9.58,85.449997,46.485001,58.349998,1970-04-05
1.786429,19.16,28.014999,28.5,52.139999,38.099998,38.450001,6.98,9.56,85.690002,46.810001,58.330002,1970-04-06
1.767143,19.389999,27.004999,28.1,51.549999,37.459999,37.900002,6.8,9.11,84.449997,46.200001,57.799999,1970-04-07
1.675714,18.76,26.094999,27.73,51.060001,37.52,37.494999,6.72,8.85,83.449997,45.549999,56.599998,1970-04-08
1.737143,18.75,26.844999,28.1,51.630001,37.560001,37.715,6.59375,8.8,84,45.950001,56.799999,1970-04-09
1.798571,19.450001,27.41,28.344999,51.18,38.369999,38.325001,6.84375,9.37,84.349998,45.685001,56.310001,1970-04-10
1.725,19.469999,26.629999,28.1,50.23,37.799999,38.07,6.75,8.85,83.099998,45.130001,55.52,1970-04-11
1.712857,19.059999,26.16,27.32,50.900002,37.200001,37.855,6.7125,8.94,82.080002,44.005001,54.790001,1970-04-12
1.712857,18.91,26.025,27.075001,50.93,36.970001,38.134998,6.69625,8.4,81.599998,43.509998,54.529999,1970-04-13
1.728571,18.370001,26.32,27.195,50.93,36.009998,37.959999,6.6925,8.42,82.25,44.375,53.990002,1970-04-14
1.664286,18.23,25.455,27.780001,51.98,35.950001,37.904999,6.71875,7.92,80.449997,44.775002,54.099998,1970-04-15
1.636429,17.959999,24.709999,27.014999,51.150002,34.66,37.224998,6.5075,7.32,78.110001,44.455002,53.150002,1970-04-16
1.627143,17.969999,24.99,27,51.790001,34.650002,37.200001,6.29875,7.82,79.309998,44.775002,54,1970-04-17
1.622857,17.99,25.83,27.700001,52.040001,34.700001,36.605,6.35,8.66,80.550003,45.27,54.959999,1970-04-18
1.582857,18.17,25.950001,27.075001,50.889999,33.689999,34.875,6.29375,8.15,79.660004,44.775002,54.099998,1970-04-19
1.528571,18.58,25.99,27.025,51.299999,33.689999,35.485001,6.2675,8.36,78.300003,44.669998,54.43,1970-04-20
1.534286,17.299999,26.41,26.865,51.25,33.880001,35.564999,6.285,8.14,76.800003,44.599998,56.400002,1970-04-21
1.461429,17.139999,26.285,27,50.919998,32.93,35.355,6.3,8.03,75.489998,44.5,56.450001,1970-04-22
1.435,17.08,27.77,27.24,51.650002,33.169998,35.575001,6.29375,8.26,74.650002,46.5,58.299999,1970-04-23
1.395714,17.43,27.110001,27.25,51.23,32.66,34.799999,6.25,8.26,75.599998,45.740002,56.5,1970-04-24
1.435714,16.82,27.625,27.424999,50.900002,33,35.549999,6.21875,8.57,76.169998,45.775002,56.950001,1970-04-25
1.467143,18.41,27.84,27.625,51.740002,35.48,36.68,6.545,9.2,77.139999,46.950001,58.310001,1970-04-26
1.439286,18.780001,27.995001,27.65,51.25,35.02,37,6.625,8.98,75.940002,46.945,58.549999,1970-04-27
1.222857,18.299999,27.18,27.540001,51.880001,34.610001,36.875,6.625,8.8,73.349998,47.200001,57.41,1970-04-28
1.222143,17.549999,27.049999,27.860001,51.25,33.380001,36.049999,6.5,8.46,71.580002,46.924999,56.5,1970-04-29
1.203571,17.530001,26.139999,28,50.599998,32.990002,35.130001,6.34375,8.12,68.75,46.924999,54.98,1970-04-30
1.233571,17.51,27.08,28.475,50.450001,33.18,35.18,6.3625,8.61,69.699997,46.700001,55.75,1970-05-01
1.224286,15.34,26.475,27.725,49.029999,32.93,35.014999,6.2,8.7,68.599998,44.5,55.099998,1970-05-02
1.182143,15.85,27.065001,27.77,49.25,31.49,33.724998,6.135,9.17,70.050003,45.540001,55.619999,1970-05-03
1.218571,15.86,27.459999,28.045,48.599998,32.720001,34.299999,6.4275,9.68,71.900002,46.119999,57.700001,1970-05-04
1.265714,16.25,27.35,28,48.200001,33.919998,35.18,6.70625,9.47,72,44.650002,55.009998,1970-05-05
1.218571,13.55,26.33,28.174999,49.02,31.360001,34.625,6.825,9,67.599998,45.014999,54.400002,1970-05-06
1.21,13.32,25.719999,28.34,47.75,31.23,34.744999,6.8375,8.68,68.580002,44.639999,53.419998,1970-05-07
1.253571,14.25,25.92,28.305,47.48,30.950001,34.400002,6.88125,9.55,70.510002,44.18,55.040001,1970-05-08
1.338571,15.21,27.424999,28.235001,48.099998,32.59,35.41,7.035,9.98,73.5,44.939999,56,1970-05-09
1.286429,14.94,26.459999,28.639999,48.849998,32.279999,35.970001,7.095,9.31,71.300003,45.174999,55.599998,1970-05-10
1.252143,15.6,26.605,28.219999,45.27,31.27,35.119999,7,9.4,69.669998,43.950001,54.650002,1970-05-11
1.237143,14.96,26.120001,27.35,44.610001,30.15,34.049999,6.95875,8.98,68.760002,43.974998,53.759998,1970-05-12
1.307143,15.55,26.455,26.555,43.400002,30.57,34.575001,6.58125,9.42,69.410004,42.974998,54.18,1970-05-13
1.250714,15.43,25.93,25.525,42.099998,30.209999,34.305,6.6475,9.68,69.209999,41.814999,52.849998,1970-05-14
1.302143,15.94,25.9,26,42.25,30.08,33.895,6.55,10.15,71,41.150002,53.439999,1970-05-15
1.275714,16.290001,25.625,25.184999,40.5,28.5,33.150002,6.755,9.99,69.010002,40.625,49.880001,1970-05-16
1.116429,16.16,26,25,42.380001,28.139999,32.5,6.6875,10.47,70.690002,40.035,48.25,1970-05-17
1.070714,15.55,25.555,23.965,40.299999,27.200001,31.305,6.3825,10.05,72.050003,40.195,47.41,1970-05-18
1.068571,15.29,24.780001,22.545,36.200001,26.1,30.76,6.1225,9.72,72,37.23,46.5,1970-05-19
1.065714,15.5,23.754999,22.945,35.5,24.52,30.135,5.9425,9.23,68.5,38.915001,44.599998,1970-05-20
1.033571,14.55,21.504999,22.290001,35.970001,20.08,28.950001,5.79375,8.8,67.050003,39.605,45.099998,1970-05-21
1.085714,14.1,23.115,23.424999,39.549999,23.299999,29.5,6.05,9.4,69.540001,41.125,47.939999,1970-05-22
1.025714,12.49,21.415001,23.780001,40.419998,22.35,29.975,6.07375,9.01,69.349998,42.509998,47,1970-05-23
1.024286,12.93,22.674999,23.725,40.200001,22.25,30.825001,6.08875,9.33,66.400002,42.099998,48.18,1970-05-24
1.072857,14.33,24.125,24.715,42.540001,25.1,32.150002,6.35625,9.55,71.18,43.610001,49.529999,1970-05-25
1.102143,14.77,24.049999,24.075001,41.740002,24.889999,32.139999,6.2875,9.87,71.790001,43.639999,49.119999,1970-05-26
1.09,14.45,23.99,24.969999,42.939999,24.959999,33.25,6.16125,10.01,70.400002,44.494999,49.18,1970-05-27
1.057143,14.16,22.875,24.965,42.5,25.02,32.400002,5.875,9.67,68.25,43.935001,47.400002,1970-05-28
1.032143,13.84,22.205,25.049999,42.950001,23.85,31.754999,5.685,9.41,67.879997,44.919998,46.099998,1970-05-29
0.999286,12.87,21.995001,24.18,40.939999,22.35,31.030001,5.48875,9.01,65.989998,44,45.599998,1970-05-30
1.052857,13.74,22.834999,23.934999,40.52,23.65,31.865,5.575,9.33,67.900002,43.860001,47.279999,1970-05-31
1.073571,13.6,23.545,24.504999,41.919998,24.040001,32.625,5.57,9.52,69.169998,44.465,48.380001,1970-06-01
1.092857,13.9,24.455,25.41,42.450001,26.379999,34.195,5.62375,10.01,71.610001,45.424999,49.189999,1970-06-02
1.071429,14.26,24.059999,25.549999,43.799999,26.35,34.404999,5.49,9.81,71.830002,45.57,49.200001,1970-06-03
1.070714,14.46,24.235001,25.405001,44.299999,25.459999,34.224998,5.34625,9.73,71.769997,45.424999,48.41,1970-06-04
1.042143,13.93,23.530001,25.129999,43.91,24.4,33.68,5.375,9.09,71.900002,45.029999,48.709999,1970-06-05
1.083571,13.91,24.855,25.975,45.009998,25.139999,34.5,5.53125,10.05,74.919998,46.445,52.619999,1970-06-06
1.115,14.62,24.885,25.705,44.5,24.790001,34.700001,5.6625,10.12,76.5,45.66,54.709999,1970-06-07
1.129286,14.9,25,26.094999,44.389999,24.860001,34.355,5.50625,10.39,79.349998,45.494999,53.790001,1970-06-08
1.141429,15.5,26,25.85,43.919998,27.209999,35.049999,5.4475,10.93,82.489998,45.625,54.689999,1970-06-09
1.136429,15.98,25.52,25.815001,43.610001,26.540001,34.505001,5.6,10.76,81.269997,45.105,53.779999,1970-06-10
1.151429,15.38,26.139999,26.370001,43.59,26.879999,34.77,5.68625,10.76,81,45.445,54.09,1970-06-11
1.140714,15.73,26.615,26.200001,43.73,26.690001,35.174999,5.76875,11.19,81.989998,45.380001,54.25,1970-06-12
1.123571,15.17,26.110001,26.35,43.150002,25.709999,34.700001,5.725,10.79,80.400002,45.125,53.189999,1970-06-13
1.109286,14.93,26.049999,26.504999,42.529999,26.49,35.5,5.7375,10.57,79.419998,45.200001,53.400002,1970-06-14
1.060714,14.52,25.42,26.26,41.299999,26.75,35.700001,5.66375,10.15,77.959999,45.205002,53.119999,1970-06-15
1.05,14.57,24.690001,25.639999,39.93,26.280001,35.005001,5.56625,9.91,76.059998,44.865002,53.400002,1970-06-16
1.05,15.14,25.290001,25.200001,39,26.6,35.18,5.3725,9.96,76.620003,43.935001,53.200001,1970-06-17
1.053571,14.94,24.540001,25.5,39.549999,26.4,35.040001,5.3975,9.59,75.379997,44.325001,53.48,1970-06-18
1.003571,14.6,23.51,24.959999,38.419998,24.75,33.564999,5.2725,9.06,72.349998,43.27,51.869999,1970-06-19
1.034286,14.83,24.105,25.25,37.790001,25.389999,33.685001,5.27125,9.6,73.730003,44.279999,52.34,1970-06-20
1.012857,14.25,22.955,24.674999,37.099998,24.1,33.66,5.23375,9.12,72.18,44.924999,50.939999,1970-06-21
1.027143,15.31,23.91,24.945,37.990002,23.91,34.645,5.235,9.63,73.199997,44.974998,52.779999,1970-06-22
1.026429,16.51,24.35,25.174999,38.669998,23.59,34.625,5.11875,9.78,74.5,45.424999,53.279999,1970-06-23
1.023571,17.129999,24.895,25.485001,39.93,23.15,34.264999,5.26625,9.79,75.599998,45.75,54.779999,1970-06-24
1.020714,17.110001,24.290001,25.549999,39.490002,22.98,34.369999,5.375,9.8,74.199997,45.939999,54.200001,1970-06-25
1.01,16.75,23.575001,24.775,39.369999,22.01,33.665001,5.2225,9.48,71.870003,45.599998,53.119999,1970-06-26
1.012143,16.610001,23.955,24.825001,40.150002,22.040001,34.150002,5.21625,9.73,72.5,46,54.400002,1970-06-27
1.035714,16.709999,23.889999,25.34,40.950001,21.709999,34.490002,5.27625,9.28,72.32,46.5,54.75,1970-06-28
1.057143,17.35,23.645,24.475,39.25,21.549999,34.025002,5.2125,9.03,71.75,46.029999,54.259998,1970-06-29
1.072857,17.73,23.875,24.65,38.049999,20.440001,33.150002,5.38125,8.32,69.550003,46.049999,54.380001,1970-06-30
1.041429,17.209999,23.6,23.834999,37.150002,19.870001,31.68,5.50125,8.11,64.800003,45.560001,53.700001,1970-07-01
1.062143,15.86,23.73,23.76,37.5,20.18,31.549999,5.5125,7.99,63.919998,45.544998,54.700001,1970-07-02
1.060714,16.049999,22.615,23.5,37.200001,19.25,31.924999,5.2875,7.64,63.369999,45.369999,52.599998,1970-07-03
1.045714,15.93,22.82,23.6,36.77,18.639999,31,5.27625,8,59.75,44.02,51.490002,1970-07-04
1.066429,15.73,23.254999,24.245001,37,18.889999,31.75,5.54625,8.59,63.009998,44.549999,52.040001,1970-07-05
1.05,17.15,23.1,24.215,37.400002,19.27,32.959999,5.70125,8.29,62.02,45.375,53.709999,1970-07-06
1.051429,17.01,22.625,24.245001,36.689999,18.34,32.040001,5.4825,8.4,60.360001,44.064999,51.240002,1970-07-07
1.035714,15.93,21.870001,23.98,36.950001,18.99,31.9,5.3975,7.86,58.310001,44.689999,49.240002,1970-07-08
1.036429,16.950001,23.115,25.030001,37.700001,19.74,33.075001,5.435,8.54,61.169998,45.584999,51.709999,1970-07-09
1.012143,17.01,22.805,24.950001,37.75,18.25,32.095001,5.3875,8.31,59.630001,45.279999,51.32,1970-07-10
1.021429,16.75,22.4,25.309999,37.220001,17.620001,29.9,5.255,8.33,60,44.904999,51.099998,1970-07-11
1.002143,16.549999,21.885,25.450001,37,16.540001,29,5.2425,8.2,56.599998,44.259998,51.75,1970-07-12
0.983571,16.639999,22.025,25.065001,35.779999,16.77,27.799999,4.995,7.7,56.860001,44.465,50.349998,1970-07-13
0.977143,16.940001,22.495001,26.059999,41.099998,16.6,28.6,5.00125,8.07,57.049999,44.650002,52.599998,1970-07-14
0.970714,16.860001,21.995001,25.815001,41.610001,15.45,27.075001,4.915,8.07,55.07,44.095001,50.740002,1970-07-15
1.007857,17.959999,23.190001,25.73,41.57,15.95,28.33,4.97875,8.51,57.580002,44.494999,51.639999,1970-07-16
1.036429,18.459999,24.434999,25.725,42.669998,17.190001,29.700001,5.2325,9.05,63.919998,45.119999,53.830002,1970-07-17
1.055,19.200001,24.645,26.275,42.970001,16.879999,30.355,5.3225,9.25,63.419998,45.645,54.150002,1970-07-18
1.082857,18.940001,26.145,26.24,43.32,18.610001,32.875,5.61875,9.69,68.480003,45.209999,56.290001,1970-07-19
1.04,19.49,25.205,23.6,43.549999,18.290001,33.424999,5.385,9.32,64.900002,45.25,56.759998,1970-07-20
1.007857,18.74,25.385,22.950001,43.740002,18.790001,34.290001,5.5625,9.87,72.199997,45.169998,55.330002,1970-07-21
1.024286,19.040001,26.575001,23.195,43.799999,18.969999,34.66,5.43125,9.49,74.25,45.875,56.279999,1970-07-22
1.04,19.26,26.254999,24,44.900002,20.27,35.174999,5.6925,9.64,75.550003,46.095001,56.400002,1970-07-23
1.05,19.379999,25.834999,23.940001,44.709999,19.91,34.825001,5.6625,9.89,74.489998,45.169998,56.099998,1970-07-24
1.062857,19.75,26.6,23.969999,44.59,19.77,35.049999,5.655,9.96,74.599998,45.5,57.23,1970-07-25
1.049286,19.860001,25.615,23.445,44.580002,19.700001,34.240002,5.7,9.86,72.099998,44.400002,56.470001,1970-07-26
1.101429,19.299999,26.34,23.485001,44.189999,20.370001,34.91,5.87375,10.26,74.559998,44.349998,57.330002,1970-07-27
1.115,18.59,25.975,22.965,43.110001,21.25,34.75,5.83875,10.07,76.559998,42.875,56.07,1970-07-28
1.102857,18.57,26.035,23.190001,43.66,20.459999,34.720001,5.78375,9.96,76.739998,44.505001,56.470001,1970-07-29
1.141429,19.08,26.555,23.424999,43.779999,21.049999,35.224998,5.8875,10.01,78.669998,44.470001,53.799999,1970-07-30
1.147857,19.360001,26.735001,23.24,44.099998,20.75,34.900002,5.89875,10.19,78.940002,44.224998,53.549999,1970-07-31
1.168571,19.799999,26.5,23.415001,44.299999,21.52,35.130001,5.93125,10.13,80.400002,43.994999,54.549999,1970-08-01
1.206429,18.780001,28.049999,22.85,43.43,22.01,35.130001,5.91875,10.24,82.5,43.25,53.450001,1970-08-02
1.207143,18.719999,28.34,23.18,44,22.469999,35.509998,5.765,10.17,81.68,44.369999,54.419998,1970-08-03
1.23,19.34,28.514999,22.700001,43.529999,22.059999,35.044998,5.6525,10.36,81.540001,43.93,54.34,1970-08-04
1.142857,19.120001,28.004999,22.41,43.48,20.6,33.720001,5.5675,10.2,78.949997,44.005001,54,1970-08-05
1.131429,19.51,27.549999,22.26,43.779999,20.200001,33.555,5.50125,9.55,77.589996,43.845001,54.029999,1970-08-06
1.082857,19,26.93,22.280001,43.25,20.42,33.375,5.355,9.05,77.290001,43.125,53,1970-08-07
1.117143,19.82,27.254999,22.155001,42.450001,20.540001,33.674999,5.48125,9.5,79.150002,42.705002,53.849998,1970-08-08
1.113571,20.41,27.68,22.615,43.41,20.950001,33.654999,5.4525,9.62,79.349998,42.900002,54.98,1970-08-09
1.164286,21.209999,28.495001,22.57,44.25,21.92,34.375,5.65375,10.35,80.720001,43.240002,55.57,1970-08-10
1.139286,22.209999,28.344999,22.985001,44.91,22.09,34.395,5.695,10.71,80.010002,43.639999,55.490002,1970-08-11
1.117857,22.42,27.924999,22.959999,44.279999,21.889999,33.705002,5.66125,10.25,79.18,43.075001,53.68,1970-08-12
1.090714,21.290001,27.43,23.195,44.900002,21.950001,34.110001,5.56875,10.37,78.370003,43.549999,52.919998,1970-08-13
1.109286,22.9,28.309999,23.040001,43.75,23.719999,34.75,5.715,10.74,81.610001,43.994999,54.400002,1970-08-14
1.167857,23.4,28.92,22.879999,42.189999,24.889999,35.709999,5.63375,11.46,84.900002,43.365002,53.950001,1970-08-15
1.143571,23.99,29.110001,22.705,42.029999,24.99,35.634998,5.46875,11.58,84.43,43.290001,53.759998,1970-08-16
